"I.D. Faena";"N° Orden";"Fecha";"Clasifica";"Código";"Cuartel/Potrero";"Cultivo";"Variedad";"Faena";"Labor";"Total Faena";"Realizada";"Total Jornadas";"Trabajador";"Usuario Login";"Usuario";"Est.Fenologico";"Forma Pago";"Estado Faena"
"67.201";"67201";"06-10-2025";"EEI";"EEI 1";"2 - Ha:2.850, Pl:6237";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.200";"67200";"06-10-2025";"EEI";"EEI 1";"1 - Ha:3.130, Pl:6808";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.199";"67199";"06-10-2025";"EEI";"EEI 1";"8 - Ha:4.830, Pl:10585";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.198";"67198";"06-10-2025";"EEI";"EEI 1";"7 - Ha:6.010, Pl:13050";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.197";"67197";"06-10-2025";"EEI";"EEI 1";"2 - Ha:2.850, Pl:6237";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.196";"67196";"06-10-2025";"EEI";"EEI 1";"1 - Ha:3.130, Pl:6808";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"66.719";"66719";"06-10-2025";"EEIII";"EEIII 4";"45 - Ha:4.260, Pl:7100";"Uva";"Selma";"APLICACIONES";"HERBICIDA MOCHILA";"$ 116.987,8";"";"4,00";"";"tomas";"tomas";"Preflor";"Día Lab.";"Confirmada"
"66.718";"66718";"06-10-2025";"EEIII";"EEIII 4";"42 - Ha:4.230, Pl:7055";"Uva";"Selma";"APLICACIONES";"HERBICIDA MOCHILA";"$ 204.459,7";"";"7,00";"";"tomas";"tomas";"Preflor";"Día Lab.";"Confirmada"
"66.717";"66717";"06-10-2025";"EEIII";"EEIII 4";"39 - Ha:4.230, Pl:7055";"Uva";"Selma";"APLICACIONES";"HERBICIDA MOCHILA";"$ 29.311,9";"";"1,00";"";"tomas";"tomas";"Preflor";"Día Lab.";"Confirmada"
"67.471";"67471";"03-10-2025";"EEII";"EEII 2";"20 - Ha:4.680, Pl:7659";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.470";"67470";"03-10-2025";"EEII";"EEII 2";"18 - Ha:2.120, Pl:3460";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.469";"67469";"03-10-2025";"EEII";"EEII 2";"14 - Ha:2.280, Pl:3726";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.468";"67468";"03-10-2025";"EEII";"EEII 1";"4 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.467";"67467";"03-10-2025";"EEII";"EEII 1";"3 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.466";"67466";"03-10-2025";"EEII";"EEII 1";"2 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"67.465";"67465";"03-10-2025";"EEII";"EEII 1";"1 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"tomas";"tomas";"Brotación/Floración";"Día Lab.";"Confirmada"
"66.655";"66655";"03-10-2025";"EEIII";"EEIII 4";"39 - Ha:4.230, Pl:7055";"Uva";"Selma";"APLICACIONES";"HERBICIDA MOCHILA";"$ 58.445,1";"";"2,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.654";"66654";"03-10-2025";"EEIII";"EEIII 4";"41 - Ha:3.860, Pl:6429";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 175.816,1";"";"6,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.653";"66653";"03-10-2025";"EEIII";"EEIII 4";"44 - Ha:3.650, Pl:6089";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 117.047,5";"";"4,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.579";"66579";"02-10-2025";"EEIII";"EEIII 4";"44 - Ha:3.650, Pl:6089";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 117.047,5";"";"4,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.578";"66578";"02-10-2025";"EEIII";"EEIII 4";"47 - Ha:2.830, Pl:4707";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 131.521,4";"";"4,50";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.577";"66577";"02-10-2025";"EEIII";"EEIII 4";"46 - Ha:3.830, Pl:6382";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 73.146,7";"";"2,50";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.790";"66790";"01-10-2025";"EEIII";"EEIII 4";"39 - Ha:4.230, Pl:7055";"Uva";"Selma";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 46.792,7";"";"0,42";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.789";"66789";"01-10-2025";"EEIII";"EEIII 3 A";"27 - Ha:2.850, Pl:4648";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 37.895,4";"";"0,28";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.788";"66788";"01-10-2025";"EEIII";"EEIII 3 A";"26 - Ha:2.800, Pl:4565";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 9.775,4";"";"0,28";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.525";"66525";"01-10-2025";"EEIII";"EEIII 4";"46 - Ha:3.830, Pl:6382";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 117.039,1";"";"4,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.524";"66524";"01-10-2025";"EEIII";"EEIII 4";"43 - Ha:4.230, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 175.315,8";"";"6,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.523";"66523";"01-10-2025";"EEIII";"EEIII 4";"40 - Ha:4.230, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 29.311,9";"";"1,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.787";"66787";"30-09-2025";"EEIII";"EEIII 3 A";"26 - Ha:2.800, Pl:4565";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 37.161,0";"";"0,28";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.786";"66786";"30-09-2025";"EEIII";"EEIII 3 A";"23 - Ha:3.640, Pl:5986";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 28.837,0";"";"0,36";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.785";"66785";"30-09-2025";"EEIII";"EEIII 3 A";"22 - Ha:3.640, Pl:5986";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 28.819,2";"";"0,36";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.416";"66416";"30-09-2025";"EEIII";"EEIII 4";"40 - Ha:4.230, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 146.089,2";"";"5,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.415";"66415";"30-09-2025";"EEIII";"EEIII 3 A";"29 - Ha:2.250, Pl:3739";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 117.471,1";"";"4,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.414";"66414";"30-09-2025";"EEIII";"EEIII 3 A";"28 - Ha:4.280, Pl:7050";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 117.160,2";"";"4,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.744";"66744";"29-09-2025";"EEIII";"EEIII 3 A";"23 - Ha:3.640, Pl:5986";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 30.276,3";"";"0,18";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.743";"66743";"29-09-2025";"EEIII";"EEIII 3 A";"22 - Ha:3.640, Pl:5986";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 30.276,3";"";"0,18";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.742";"66742";"29-09-2025";"EEIII";"EEIII 3 B";"38 - Ha:4.060, Pl:6720";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 10.299,6";"";"0,20";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.741";"66741";"29-09-2025";"EEIII";"EEIII 3 B";"37 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 12.208,5";"";"0,22";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.722";"66722";"29-09-2025";"EEIII";"EEIII 3 B";"36 - Ha:4.320, Pl:7140";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 12.220,5";"";"0,22";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.317";"66317";"29-09-2025";"EEIII";"EEIII 3 A";"28 - Ha:4.280, Pl:7050";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 87.731,2";"";"3,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.316";"66316";"29-09-2025";"EEIII";"EEIII 3 A";"25 - Ha:2.000, Pl:3260";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 116.609,1";"";"4,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.315";"66315";"29-09-2025";"EEIII";"EEIII 3 A";"24 - Ha:3.640, Pl:5986";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 175.428,6";"";"6,00";"";"tomas";"tomas";"Brote 60 cm";"Día Lab.";"Confirmada"
"66.700";"66700";"26-09-2025";"EEIII";"EEIII 3 B";"38 - Ha:4.060, Pl:6720";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 62.255,3";"";"0,80";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.696";"66696";"26-09-2025";"EEIII";"EEIII 3 B";"37 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 62.314,1";"";"0,84";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.691";"66691";"26-09-2025";"EEIII";"EEIII 3 B";"36 - Ha:4.320, Pl:7140";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 62.374,3";"";"0,86";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.259";"66259";"26-09-2025";"EEII";"EEII 2";"15 - Ha:3.440, Pl:5619";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 102.462,9";"";"3,50";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.258";"66258";"26-09-2025";"EEII";"EEII 2";"18 - Ha:2.120, Pl:3460";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 127.203,4";"";"4,50";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.257";"66257";"26-09-2025";"EEII";"EEII 2";"14 - Ha:2.280, Pl:3726";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 149.345,0";"";"5,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.690";"66690";"25-09-2025";"EEIII";"EEIII 3 B";"35 - Ha:4.320, Pl:7147";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 63.334,4";"";"0,84";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.689";"66689";"25-09-2025";"EEIII";"EEIII 3 B";"34 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 62.910,1";"";"0,82";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.688";"66688";"25-09-2025";"EEIII";"EEIII 3 B";"33 - Ha:4.260, Pl:7056";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 62.892,2";"";"0,82";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.208";"66208";"25-09-2025";"EEII";"EEII 2";"15 - Ha:3.440, Pl:5619";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 87.708,0";"";"3,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.207";"66207";"25-09-2025";"EEII";"EEII 2";"16 - Ha:4.900, Pl:8160";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 233.369,4";"";"8,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.201";"66201";"25-09-2025";"EEII";"EEII 2";"19 - Ha:3.590, Pl:5867";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 87.424,8";"";"3,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.687";"66687";"24-09-2025";"EEIII";"EEIII 3 B";"35 - Ha:4.320, Pl:7147";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 6.409,7";"";"0,12";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.686";"66686";"24-09-2025";"EEIII";"EEIII 3 B";"34 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 6.371,4";"";"0,12";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.685";"66685";"24-09-2025";"EEIII";"EEIII 3 B";"33 - Ha:4.260, Pl:7056";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 6.371,4";"";"0,12";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.678";"66678";"24-09-2025";"EEIII";"EEIII 3 B";"32 - Ha:4.540, Pl:7491";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 5.570,2";"";"0,14";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.677";"66677";"24-09-2025";"EEIII";"EEIII 3 B";"31 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 5.287,9";"";"0,12";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.621";"66621";"24-09-2025";"EEIII";"EEIII 3 B";"30 - Ha:4.320, Pl:7140";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 4.747,4";"";"0,12";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.154";"66154";"24-09-2025";"EEII";"EEII 2";"19 - Ha:3.590, Pl:5867";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 116.434,5";"";"4,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.153";"66153";"24-09-2025";"EEII";"EEII 2";"21 - Ha:3.190, Pl:5211";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 147.083,0";"";"5,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.152";"66152";"24-09-2025";"EEII";"EEII 2";"20 - Ha:4.680, Pl:7659";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 117.249,7";"";"4,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.036";"66036";"23-09-2025";"EEII";"EEII 2";"20 - Ha:4.680, Pl:7659";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 90.869,8";"";"3,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.035";"66035";"23-09-2025";"EEII";"EEII 2";"17 - Ha:3.430, Pl:7544";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA MOCHILA";"$ 181.330,6";"";"6,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.034";"66034";"23-09-2025";"EEII";"EEII 1";"4 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"HERBICIDA MOCHILA";"$ 151.121,0";"";"5,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.033";"66033";"23-09-2025";"EEIII";"EEIII 3 B";"32 - Ha:4.540, Pl:7491";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 61.414,6";"";"0,86";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.032";"66032";"23-09-2025";"EEIII";"EEIII 3 B";"31 - Ha:4.260, Pl:7055";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 61.263,0";"";"0,82";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.031";"66031";"23-09-2025";"EEIII";"EEIII 3 B";"30 - Ha:4.320, Pl:7140";"Uva";"Fiesta";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 62.180,8";"";"0,82";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.027";"66027";"22-09-2025";"EEI";"EEI 2";"11 - Ha:4.070, Pl:6647";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 94.623,1";"";"0,70";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"66.026";"66026";"22-09-2025";"EEI";"EEI 2";"5 - Ha:4.580, Pl:7494";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 20.077,7";"";"0,78";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"65.999";"65999";"22-09-2025";"EEI";"EEI 1";"2 - Ha:2.850, Pl:6237";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 38.327,7";"";"0,48";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"65.998";"65998";"22-09-2025";"EEI";"EEI 1";"1 - Ha:3.130, Pl:6808";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 39.250,5";"";"0,54";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"65.968";"65968";"22-09-2025";"EEI";"EEI 2";"10 - Ha:1.640, Pl:2685";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 88.095,2";"";"3,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"65.967";"65967";"22-09-2025";"EEI";"EEI 2";"12 - Ha:2.290, Pl:3814";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 116.477,1";"";"4,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"65.966";"65966";"22-09-2025";"EEII";"EEII 1";"4 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"HERBICIDA MOCHILA";"$ 120.755,9";"";"4,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"65.965";"65965";"22-09-2025";"EEII";"EEII 1";"8 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"HERBICIDA MOCHILA";"$ 90.620,7";"";"3,00";"";"tomas";"tomas";"Brote 40 cm";"Día Lab.";"Confirmada"
"65.964";"65964";"18-09-2025";"EEI";"EEI 2";"5 - Ha:4.580, Pl:7494";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 50.258,6";"";"0,66";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.963";"65963";"18-09-2025";"EEI";"EEI 1";"4 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 68.518,0";"";"0,92";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.962";"65962";"18-09-2025";"EEI";"EEI 2";"3 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 70.355,7";"";"0,92";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.828";"65828";"18-09-2025";"EEII";"EEII 1";"8 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"HERBICIDA MOCHILA";"$ 204.670,4";"";"7,00";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.827";"65827";"18-09-2025";"EEII";"EEII 1";"12 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 146.803,6";"";"5,00";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.826";"65826";"17-09-2025";"EEI";"EEI 2";"14 - Ha:5.110, Pl:8360";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 48.591,7";"";"0,50";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.825";"65825";"17-09-2025";"EEI";"EEI 2";"3 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 60.536,2";"";"0,50";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.824";"65824";"17-09-2025";"EEI";"EEI 1";"4 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 58.848,9";"";"0,50";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.823";"65823";"17-09-2025";"EEI";"EEI 2";"6 - Ha:2.030, Pl:4418";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 20.756,0";"";"0,50";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.730";"65730";"17-09-2025";"EEII";"EEII 1";"12 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 116.845,5";"";"4,00";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.729";"65729";"17-09-2025";"EEII";"EEII 1";"11 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 233.807,8";"";"8,00";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.948";"65948";"16-09-2025";"EEI";"EEI 2";"14 - Ha:5.110, Pl:8360";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 31.237,5";"";"0,38";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.947";"65947";"16-09-2025";"EEI";"EEI 2";"6 - Ha:2.030, Pl:4418";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 12.295,3";"";"0,16";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.703";"65703";"16-09-2025";"EEI";"EEI 1";"7 - Ha:6.010, Pl:13050";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 41.500,0";"";"0,52";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.702";"65702";"16-09-2025";"EEI";"EEI 1";"8 - Ha:4.830, Pl:10585";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 27.610,3";"";"0,34";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.701";"65701";"16-09-2025";"EEI";"EEI 1";"9 - Ha:6.730, Pl:14642";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 48.462,8";"";"0,60";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.659";"65659";"16-09-2025";"EEII";"EEII 1";"11 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 20.000,0";"";"1,00";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.658";"65658";"16-09-2025";"EEI";"EEI 1";"7 - Ha:6.010, Pl:13050";"Uva";"Flame";"APLICACIONES";"HERBICIDA MOCHILA";"$ 190.000,1";"";"9,50";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.657";"65657";"16-09-2025";"EEII";"EEII 1";"3 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"HERBICIDA MOCHILA";"$ 90.000,0";"";"4,50";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.607";"65607";"15-09-2025";"EEI";"EEI 1";"9 - Ha:6.730, Pl:14642";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 42.909,5";"";"0,76";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.606";"65606";"15-09-2025";"EEI";"EEI 1";"8 - Ha:4.830, Pl:10585";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 42.080,7";"";"0,62";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
"65.605";"65605";"15-09-2025";"EEI";"EEI 1";"7 - Ha:6.010, Pl:13050";"Uva";"Flame";"APLICACIONES";"HERBICIDA ATOMIZADORA";"$ 42.169,9";"";"0,62";"";"tomas";"tomas";"Brote 20 cm";"Día Lab.";"Confirmada"
