FINCA;ITEMS;UNIFICACION;USD;Año;Has;Valor inicial;Fincas;% de mod;USD Final
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;3.265;2023;40,5;19125;Fincas Viejas;0,205339374;3.265
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;2.774;2023;40,5;44753;Fincas Viejas;0,060077784;2.774
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;451;2023;40,5;20245;Fincas Viejas;0,023187356;451
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;1.717;2023;26,18;19125;Fincas Viejas;0,108017597;1.717
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;1.299;2023;26,18;44753;Fincas Viejas;0,028126166;1.299
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;290;2023;26,18;20245;Fincas Viejas;0,014905713;290
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;7.238;2023;55,89;48935;El Espejo;0,146161502;7.238
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;13.286;2023;55,89;25476;El Espejo;0,503252987;13.286
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;2.368;2023;55,89;6015;El Espejo;0,412101185;2.368
03 - PUENTE ALTO;INVERSIONES;Inversiones;2.111;2023;26,18;47494;Fincas Viejas;0,03578449;2.111
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;1.605;2023;66,0438;19125;Fincas Viejas;0,100957013;1.605
02 - CAMINO TRUNCADO;FITOSANITARIOS;Herbicidas;4.597;2023;66,0438;13688;Fincas Viejas;0,233009508;4.597
02 - CAMINO TRUNCADO;PERSONAL FINCA;Contratados;16.027;2023;66,0438;50517;Fincas Viejas;0,279513806;16.027
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;915;2023;40,5;19125;Fincas Viejas;0,05756385;915
01 - LA CHIMBERA;FITOSANITARIOS;Herbicidas;2.746;2023;40,5;13688;Fincas Viejas;0,139210231;2.746
01 - LA CHIMBERA;PERSONAL FINCA;Contratados;6.929;2023;40,5;50517;Fincas Viejas;0,120840328;6.929
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;476;2023;26,18;19125;Fincas Viejas;0,02994942;476
03 - PUENTE ALTO;FITOSANITARIOS;Herbicidas;1.829;2023;26,18;13688;Fincas Viejas;0,092730051;1.829
03 - PUENTE ALTO;PERSONAL FINCA;Contratados;5.347;2023;26,18;50517;Fincas Viejas;0,093249896;5.347
03 - PUENTE ALTO;INVERSIONES;Inversiones;294;2023;26,18;47494;Fincas Viejas;0,004988952;294
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;11.839;2023;55,89;25476;El Espejo;0,448441107;11.839
04 - EL ESPEJO;INVERSIONES;Inversiones;53.818;2023;55,89;112022;El Espejo;0,480424532;53.818
04 - EL ESPEJO;FITOSANITARIOS;hormonas;8.111;2023;55,89;8111;El Espejo;1;8.111
04 - EL ESPEJO;FITOSANITARIOS;Insecticidas;1.074;2023;55,89;1074;El Espejo;0,262982276;1.074
04 - EL ESPEJO;PERSONAL FINCA;Contratados;75.289;2023;55,89;222862;El Espejo;0,313104586;75.289
02 - CAMINO TRUNCADO;FITOSANITARIOS;Insecticidas;263;2023;66,0438;2440;Fincas Viejas;0,077084885;263
01 - LA CHIMBERA;FITOSANITARIOS;Insecticidas;1.343;2023;40,5;2440;Fincas Viejas;0,392926126;1.343
03 - PUENTE ALTO;FITOSANITARIOS;Insecticidas;105;2023;26,18;2440;Fincas Viejas;0,030833953;105
02 - CAMINO TRUNCADO;FITOSANITARIOS;Insecticidas;702;2023;66,0438;2440;Fincas Viejas;0,205543978;702
01 - LA CHIMBERA;FITOSANITARIOS;Insecticidas;858;2023;40,5;2440;Fincas Viejas;0,251018791;858
03 - PUENTE ALTO;FITOSANITARIOS;Insecticidas;146;2023;26,18;2440;Fincas Viejas;0,042592267;146
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;19.886;2023;55,89;48935;El Espejo;0,401579627;19.886
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;7.104;2023;66,0438;44753;Fincas Viejas;0,153849882;7.104
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;1.270;2023;40,5;44753;Fincas Viejas;0,027513735;1.270
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;1.021;2023;26,18;44753;Fincas Viejas;0,02211452;1.021
04 - EL ESPEJO;FITOSANITARIOS;Foliares;441;2023;55,89;689;El Espejo;0,640585376;441
04 - EL ESPEJO;FITOSANITARIOS;Foliares;247;2023;55,89;689;El Espejo;0,359414624;247
02 - CAMINO TRUNCADO;FITOSANITARIOS;Coadyuvantes;911;2023;66,0438;1551;Fincas Viejas;0,587165156;911
01 - LA CHIMBERA;FITOSANITARIOS;hormonas;547;2023;40,5;547;Fincas Viejas;1;547
03 - PUENTE ALTO;FITOSANITARIOS;Coadyuvantes;364;2023;26,18;1551;Fincas Viejas;0,234866046;364
02 - CAMINO TRUNCADO;PERSONAL FINCA;Direccion Tecnica;614;2023;66,0438;12046;Fincas Viejas;0,051303234;614
01 - LA CHIMBERA;PERSONAL FINCA;Direccion Tecnica;369;2023;40,5;12046;Fincas Viejas;0,03078194;369
03 - PUENTE ALTO;PERSONAL FINCA;Direccion Tecnica;246;2023;26,18;12046;Fincas Viejas;0,020521294;246
02 - CAMINO TRUNCADO;PERSONAL FINCA;Permanentes;1.589;2023;66,0438;122942;Fincas Viejas;0,012792811;1.589
01 - LA CHIMBERA;PERSONAL FINCA;Permanentes;10;2023;40,5;122942;Fincas Viejas;8,22E-05;10
03 - PUENTE ALTO;PERSONAL FINCA;Permanentes;7;2023;26,18;122942;Fincas Viejas;5,23E-05;7
04 - EL ESPEJO;PERSONAL FINCA;Permanentes;39;2023;55,89;76690;El Espejo;0,000518044;39
02 - CAMINO TRUNCADO;INVERSIONES;Inversiones;17.686;2023;66,0438;47494;Fincas Viejas;0,299785993;17.686
02 - CAMINO TRUNCADO;FITOSANITARIOS;Herbicidas;2.258;2023;66,0438;13688;Fincas Viejas;0,114459634;2.258
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;5.153;2023;55,89;48935;El Espejo;0,104071039;5.153
01 - LA CHIMBERA;FITOSANITARIOS;Herbicidas;1.355;2023;40,5;13688;Fincas Viejas;0,068675778;1.355
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;2.691;2023;66,0438;44753;Fincas Viejas;0,058272957;2.691
03 - PUENTE ALTO;FITOSANITARIOS;Herbicidas;903;2023;26,18;13688;Fincas Viejas;0,045783852;903
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;1.092;2023;40,5;44753;Fincas Viejas;0,02364541;1.092
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;557;2023;26,18;44753;Fincas Viejas;0,012059935;557
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;2.083;2023;66,0438;20245;Fincas Viejas;0,107001876;2.083
04 - EL ESPEJO;FITOSANITARIOS;Herbicidas;8.732;2023;55,89;9847;El Espejo;0,741558549;8.732
02 - CAMINO TRUNCADO;FITOSANITARIOS;Fitosanitarios;5.433;2023;66,0438;0;Fincas Viejas;0,489581149;5.433
02 - CAMINO TRUNCADO;Energia Fincas;Energia Fincas;1.257;2023;66,0438;0;Fincas Viejas;0,048438928;1.257
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;827;2023;66,0438;19125;Fincas Viejas;0,052037783;827
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;605;2023;40,5;19125;Fincas Viejas;0,038043575;605
02 - CAMINO TRUNCADO;SECADO;Jornales Secado;290;2023;66,0438;28600;Fincas Viejas;0,011607844;290
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;753;2023;55,89;25476;El Espejo;0,028534728;753
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;263;2023;26,18;19125;Fincas Viejas;0,016560739;263
02 - CAMINO TRUNCADO;PERSONAL FINCA;Permanentes;95;2023;66,0438;122942;Fincas Viejas;0,000762536;95
02 - CAMINO TRUNCADO;PERSONAL FINCA;Contratados;2.505;2023;66,0438;50517;Fincas Viejas;0,043684979;2.505
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;976;2023;40,5;20245;Fincas Viejas;0,050133674;976
01 - LA CHIMBERA;FITOSANITARIOS;Fitosanitarios;3.306;2023;40,5;0;Fincas Viejas;0,29791623;3.306
01 - LA CHIMBERA;PERSONAL FINCA;Permanentes;43;2023;40,5;122942;Fincas Viejas;0,000343001;43
01 - LA CHIMBERA;Energia Fincas;Energia Fincas;2.983;2023;40,5;0;Fincas Viejas;0,115002217;2.983
01 - LA CHIMBERA;PERSONAL FINCA;Contratados;3.437;2023;40,5;50517;Fincas Viejas;0,059947485;3.437
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;677;2023;26,18;20245;Fincas Viejas;0,034791602;677
03 - PUENTE ALTO;FITOSANITARIOS;Fitosanitarios;2.358;2023;26,18;0;Fincas Viejas;0,212502621;2.358
03 - PUENTE ALTO;Energia Fincas;Energia Fincas;68;2023;26,18;0;Fincas Viejas;0,002628596;68
03 - PUENTE ALTO;PERSONAL FINCA;Permanentes;51;2023;26,18;122942;Fincas Viejas;0,000412535;51
03 - PUENTE ALTO;PERSONAL FINCA;Contratados;885;2023;26,18;50517;Fincas Viejas;0,015430955;885
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;191;2023;55,89;6015;El Espejo;0,033246638;191
04 - EL ESPEJO;Energia Fincas;Energia Fincas;8.474;2023;55,89;0;El Espejo;0,093943946;8.474
04 - EL ESPEJO;ADMINISTRACION;Administracion San Juan;289;2023;55,89;24186;El Espejo;0,012128458;289
04 - EL ESPEJO;INVERSIONES;Inversiones;22.419;2023;55,89;112022;El Espejo;0,200129146;22.419
04 - EL ESPEJO;FITOSANITARIOS;Fitosanitarios;12.414;2023;55,89;0;El Espejo;1;12.414
04 - EL ESPEJO;PERSONAL FINCA;Contratados;57.231;2023;55,89;222862;El Espejo;0,238009229;57.231
02 - CAMINO TRUNCADO;PERSONAL FINCA;Direccion Tecnica;290;2023;66,0438;12046;Fincas Viejas;0,024187908;290
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion San Juan;120;2023;66,0438;33742;Fincas Viejas;0,003471418;120
01 - LA CHIMBERA;PERSONAL FINCA;Direccion Tecnica;174;2023;40,5;12046;Fincas Viejas;0,014512745;174
01 - LA CHIMBERA;ADMINISTRACION;Administracion San Juan;73;2023;40,5;33742;Fincas Viejas;0,002121422;73
03 - PUENTE ALTO;PERSONAL FINCA;Direccion Tecnica;116;2023;26,18;12046;Fincas Viejas;0,009675163;116
03 - PUENTE ALTO;ADMINISTRACION;Administracion San Juan;47;2023;26,18;33742;Fincas Viejas;0,001349996;47
04 - EL ESPEJO;PERSONAL FINCA;Permanentes;88;2023;55,89;76690;El Espejo;0,001164022;88
02 - CAMINO TRUNCADO;SECADO;Combustible Secado;630;2023;66,0438;2876;Fincas Viejas;0,233504102;630
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;334;2023;66,0438;20245;Fincas Viejas;0,017154142;334
02 - CAMINO TRUNCADO;COSECHA;Combustible Cosecha;244;2023;66,0438;3099;Fincas Viejas;0,078583776;244
02 - CAMINO TRUNCADO;PERSONAL FINCA;Permanentes;95;2023;66,0438;122942;Fincas Viejas;0,000764941;95
02 - CAMINO TRUNCADO;COSECHA;Cosecha;4.036;2023;66,0438;65735;Fincas Viejas;0,060432581;4.036
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;677;2023;66,0438;2734;Fincas Viejas;0,181518973;677
02 - CAMINO TRUNCADO;INVERSIONES;Inversiones;1.952;2023;66,0438;47494;Fincas Viejas;0,033092379;1.952
02 - CAMINO TRUNCADO;SECADO;Jornales Secado;429;2023;66,0438;28600;Fincas Viejas;0,017189932;429
01 - LA CHIMBERA;COSECHA;Combustible Cosecha;18;2023;40,5;3099;Fincas Viejas;0,00565563;18
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;725;2023;40,5;20245;Fincas Viejas;0,037233146;725
01 - LA CHIMBERA;PERSONAL FINCA;Permanentes;58;2023;40,5;122942;Fincas Viejas;0,000467446;58
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;165;2023;40,5;2734;Fincas Viejas;0,044126597;165
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;269;2023;55,89;695;El Espejo;0,43415715;269
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;211;2023;26,18;20245;Fincas Viejas;0,010851771;211
03 - PUENTE ALTO;PERSONAL FINCA;Permanentes;523;2023;26,18;122942;Fincas Viejas;0,004207074;523
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;128;2023;26,18;2734;Fincas Viejas;0,034358525;128
04 - EL ESPEJO;COSECHA;Combustible Cosecha;1.677;2023;55,89;1822;El Espejo;0,920290302;1.677
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;460;2023;55,89;6015;El Espejo;0,08009821;460
04 - EL ESPEJO;PERSONAL FINCA;Permanentes;222;2023;55,89;76690;El Espejo;0,002944101;222
04 - EL ESPEJO;SECADO;Flete Secado;142;2023;55,89;885;El Espejo;0,160271834;142
04 - EL ESPEJO;COSECHA;Cosecha;49.763;2023;55,89;97248;El Espejo;0,511718833;49.763
04 - EL ESPEJO;SECADO;Jornales Secado;533;2023;55,89;6053;El Espejo;0,092545416;533
04 - EL ESPEJO;SECADO;Combustible Secado;1.102;2023;55,89;1140;El Espejo;0,983125301;1.102
01 - LA CHIMBERA;FITOSANITARIOS;Coadyuvantes;276;2023;40,5;1551;Fincas Viejas;0,177968798;276
01 - LA CHIMBERA;FITOSANITARIOS;Fungicidas;579;2023;40,5;712;Fincas Viejas;1;579
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;62;2023;66,0438;20245;Fincas Viejas;0,003195136;62
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;37;2023;40,5;20245;Fincas Viejas;0,001917081;37
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;25;2023;26,18;20245;Fincas Viejas;0,001278055;25
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;575;2023;26,18;20245;Fincas Viejas;0,029524715;575
01 - LA CHIMBERA;INVERSIONES;Inversiones;11.636;2023;40,5;47494;Fincas Viejas;0,197242397;11.636
03 - PUENTE ALTO;SECADO;Combustible Secado;222;2023;26,18;2876;Fincas Viejas;0,082350458;222
01 - LA CHIMBERA;SECADO;Combustible Secado;333;2023;40,5;2876;Fincas Viejas;0,123525668;333
02 - CAMINO TRUNCADO;COSECHA;Cosecha;14.281;2023;66,0438;65735;Fincas Viejas;0,21384411;14.281
02 - CAMINO TRUNCADO;SECADO;Jornales Secado;3.070;2023;66,0438;28600;Fincas Viejas;0,122961806;3.070
01 - LA CHIMBERA;SECADO;Jornales Secado;1.568;2023;40,5;28600;Fincas Viejas;0,06279438;1.568
03 - PUENTE ALTO;SECADO;Jornales Secado;1.078;2023;26,18;28600;Fincas Viejas;0,043173198;1.078
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;178;2023;40,5;20245;Fincas Viejas;0,009140926;178
01 - LA CHIMBERA;COSECHA;Cosecha;15.550;2023;40,5;65735;Fincas Viejas;0,232856206;15.550
03 - PUENTE ALTO;COSECHA;Cosecha;6.389;2023;26,18;65735;Fincas Viejas;0,095675477;6.389
04 - EL ESPEJO;FITOSANITARIOS;Coadyuvantes;70;2023;55,89;70;El Espejo;1;70
04 - EL ESPEJO;SECADO;Jornales Secado;2.158;2023;55,89;6053;El Espejo;0,374499162;2.158
02 - CAMINO TRUNCADO;FITOSANITARIOS;Herbicidas;3.305;2023;66,0438;13688;Fincas Viejas;0,167544184;3.305
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;467;2023;66,0438;2734;Fincas Viejas;0,125324857;467
01 - LA CHIMBERA;FITOSANITARIOS;Herbicidas;1.389;2023;40,5;13688;Fincas Viejas;0,070415947;1.389
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;745;2023;40,5;2734;Fincas Viejas;0,199740643;745
03 - PUENTE ALTO;FITOSANITARIOS;Herbicidas;1.345;2023;26,18;13688;Fincas Viejas;0,068170814;1.345
03 - PUENTE ALTO;COSECHA;Flete Cosecha;105;2023;26,18;2526;Fincas Viejas;0,039823771;105
04 - EL ESPEJO;FITOSANITARIOS;Herbicidas;1.927;2023;55,89;9847;El Espejo;0,163673315;1.927
04 - EL ESPEJO;FITOSANITARIOS;Insecticidas;3.010;2023;55,89;1074;El Espejo;0,737017724;3.010
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion San Juan;9.563;2024;66,0438;25908;Fincas Viejas;0,369122606;9.563
01 - LA CHIMBERA;ADMINISTRACION;Administracion San Juan;5.545;2024;40,5;25908;Fincas Viejas;0,214018392;5.545
03 - PUENTE ALTO;ADMINISTRACION;Administracion San Juan;3.693;2024;26,18;25908;Fincas Viejas;0,142552151;3.693
04 - EL ESPEJO;ADMINISTRACION;Administracion San Juan;7.309;2024;55,89;15575;El Espejo;0,469297586;7.309
02 - CAMINO TRUNCADO;PERSONAL FINCA;Permanentes;47.247;2024;66,0438;76726;Fincas Viejas;0,615793871;47.247
02 - CAMINO TRUNCADO;PERSONAL FINCA;Direccion Tecnica;3.614;2024;66,0438;12345;Fincas Viejas;0,292754032;3.614
01 - LA CHIMBERA;PERSONAL FINCA;Direccion Tecnica;2.168;2024;40,5;12345;Fincas Viejas;0,175652419;2.168
03 - PUENTE ALTO;PERSONAL FINCA;Direccion Tecnica;1.446;2024;26,18;12345;Fincas Viejas;0,117101613;1.446
04 - EL ESPEJO;PERSONAL FINCA;Permanentes;79.207;2024;55,89;79207;El Espejo;1;79.207
01 - LA CHIMBERA;PERSONAL FINCA;Permanentes;16.014;2024;40,5;76726;Fincas Viejas;0,208719691;16.014
03 - PUENTE ALTO;PERSONAL FINCA;Permanentes;13.464;2024;26,18;76726;Fincas Viejas;0,175486438;13.464
02 - CAMINO TRUNCADO;PERSONAL FINCA;Encargados;6.763;2024;66,0438;19464;Fincas Viejas;0,34745857;6.763
03 - PUENTE ALTO;PERSONAL FINCA;Encargados;12.036;2024;26,18;19464;Fincas Viejas;0,618361308;12.036
04 - EL ESPEJO;PERSONAL FINCA;Encargados;6.219;2024;55,89;6219;El Espejo;1;6.219
02 - CAMINO TRUNCADO;PERSONAL FINCA;Cargas Sociales;13.476;2024;66,0438;19063;Fincas Viejas;0,706938881;13.476
01 - LA CHIMBERA;PERSONAL FINCA;Cargas Sociales;4.764;2024;40,5;19063;Fincas Viejas;0,24990426;4.764
03 - PUENTE ALTO;PERSONAL FINCA;Cargas Sociales;823;2024;26,18;19063;Fincas Viejas;0,043156859;823
04 - EL ESPEJO;PERSONAL FINCA;Cargas Sociales;18.042;2024;55,89;18042;El Espejo;1;18.042
02 - CAMINO TRUNCADO;ADMINISTRACION;Administracion Rosario;14.973;2024;66,0438;45874;Fincas Viejas;0,326386208;14.973
01 - LA CHIMBERA;ADMINISTRACION;Administracion Rosario;9.093;2024;40,5;45874;Fincas Viejas;0,198224533;9.093
03 - PUENTE ALTO;ADMINISTRACION;Administracion Rosario;6.504;2024;26,18;45874;Fincas Viejas;0,141776891;6.504
04 - EL ESPEJO;ADMINISTRACION;Administracion Rosario;34.597;2024;55,89;51271;El Espejo;0,674783176;34.597
01 - LA CHIMBERA;INVERSIONES;INVERSIONES;48.797;2024;40,5;95153;Fincas Viejas;0,512824449;48.797
01 - LA CHIMBERA;PERSONAL FINCA;Encargados;665;2024;40,5;19464;Fincas Viejas;0,034180123;665
02 - CAMINO TRUNCADO;COSECHA;COSECHA;9.374;2024;66,0438;66302;Fincas Viejas;0,141385939;9.374
02 - CAMINO TRUNCADO;SECADO;Jornales SECADO;10.652;2024;66,0438;33083;Fincas Viejas;0,321978094;10.652
01 - LA CHIMBERA;COSECHA;COSECHA;2.474;2024;40,5;66302;Fincas Viejas;0,037316819;2.474
01 - LA CHIMBERA;SECADO;Jornales SECADO;5.898;2024;40,5;33083;Fincas Viejas;0,178286936;5.898
04 - EL ESPEJO;COSECHA;COSECHA;22.151;2024;55,89;50009;El Espejo;0,442941099;22.151
04 - EL ESPEJO;SECADO;Jornales SECADO;2.989;2024;55,89;4726;El Espejo;0,632531601;2.989
01 - LA CHIMBERA;COSECHA;Combustible COSECHA;1.322;2024;40,5;3379;Fincas Viejas;0,391102785;1.322
01 - LA CHIMBERA;SECADO;Combustible SECADO;789;2024;40,5;3222;Fincas Viejas;0,24484893;789
02 - CAMINO TRUNCADO;COSECHA;Combustible COSECHA;1.676;2024;66,0438;3379;Fincas Viejas;0,496085098;1.676
02 - CAMINO TRUNCADO;SECADO;Combustible SECADO;1.905;2024;66,0438;3222;Fincas Viejas;0,591042469;1.905
04 - EL ESPEJO;COSECHA;Combustible COSECHA;917;2024;55,89;917;El Espejo;1;917
04 - EL ESPEJO;SECADO;Combustible SECADO;386;2024;55,89;386;El Espejo;1;386
03 - PUENTE ALTO;COSECHA;COSECHA;1.671;2024;26,18;66302;Fincas Viejas;0,025204856;1.671
03 - PUENTE ALTO;SECADO;Jornales SECADO;1.273;2024;26,18;33083;Fincas Viejas;0,038466145;1.273
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;12.462;2024;40,5;22514;Fincas Viejas;0,553504637;12.462
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;4.118;2024;66,0438;22514;Fincas Viejas;0,182910099;4.118
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;2.120;2024;26,18;22514;Fincas Viejas;0,09414953;2.120
03 - PUENTE ALTO;COSECHA;Combustible COSECHA;381;2024;26,18;3379;Fincas Viejas;0,112812117;381
03 - PUENTE ALTO;SECADO;Combustible SECADO;529;2024;26,18;3222;Fincas Viejas;0,164108602;529
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Combustible y Lubricantes;9.494;2024;55,89;11841;El Espejo;0,801734809;9.494
02 - CAMINO TRUNCADO;COSECHA;Alquiler Maquinaria Cos;7.983;2024;66,0438;12144;Fincas Viejas;0,657358862;7.983
01 - LA CHIMBERA;COSECHA;Alquiler Maquinaria Cos;3.726;2024;40,5;12144;Fincas Viejas;0,306820688;3.726
03 - PUENTE ALTO;COSECHA;Alquiler Maquinaria Cos;435;2024;26,18;12144;Fincas Viejas;0,035820451;435
04 - EL ESPEJO;COSECHA;Alquiler Maquinaria Cos;2.561;2024;55,89;2561;El Espejo;1;2.561
02 - CAMINO TRUNCADO;SECADO;Alquiler Maquinaria Sec;7.285;2024;66,0438;15785;Fincas Viejas;0,461508923;7.285
01 - LA CHIMBERA;SECADO;Alquiler Maquinaria Sec;5.326;2024;40,5;15785;Fincas Viejas;0,337412174;5.326
03 - PUENTE ALTO;SECADO;Alquiler Maquinaria Sec;3.174;2024;26,18;15785;Fincas Viejas;0,201078903;3.174
02 - CAMINO TRUNCADO;FERTILIZANTES;Inorganicos;36.446;2024;66,0438;61701;Fincas Viejas;0,447573205;36.446
01 - LA CHIMBERA;FERTILIZANTES;Inorganicos;24.075;2024;40,5;61701;Fincas Viejas;0,295651892;24.075
03 - PUENTE ALTO;FERTILIZANTES;Inorganicos;16.172;2024;26,18;61701;Fincas Viejas;0,198605519;16.172
04 - EL ESPEJO;FERTILIZANTES;Inorganicos;109.226;2024;55,89;80260;El Espejo;0,971339555;109.226
04 - EL ESPEJO;INVERSIONES;INVERSIONES;895;2024;55,89;50237;El Espejo;0,017813652;895
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;4.030;2024;55,89;17496;El Espejo;0,23031184;4.030
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;6.007;2024;66,0438;47583;Fincas Viejas;0,126238158;6.007
02 - CAMINO TRUNCADO;FITOSANITARIOS;Insecticidas;877;2024;66,0438;4426;Fincas Viejas;0,198185916;877
02 - CAMINO TRUNCADO;Energia Fincas;Energia Fincas;1.441;2024;66,0438;28406;Fincas Viejas;0,05074353;1.441
03 - PUENTE ALTO;Energia Fincas;Energia Fincas;840;2024;26,18;28406;Fincas Viejas;0,029558634;840
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;1.256;2024;66,0438;12942;Fincas Viejas;0,097014404;1.256
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;721;2024;40,5;12942;Fincas Viejas;0,05571541;721
04 - EL ESPEJO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;6.373;2024;55,89;26813;El Espejo;0,237671005;6.373
02 - CAMINO TRUNCADO;PERSONAL FINCA;Contratados;1.641;2024;66,0438;81796;Fincas Viejas;0,020058268;1.641
02 - CAMINO TRUNCADO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;486;2024;66,0438;4777;Fincas Viejas;0,101785671;486
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;2.691;2024;40,5;47583;Fincas Viejas;0,056558589;2.691
01 - LA CHIMBERA;FITOSANITARIOS;Insecticidas;2.136;2024;40,5;4426;Fincas Viejas;0,482609565;2.136
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Insumos menores;330;2024;26,18;12942;Fincas Viejas;0,025519864;330
01 - LA CHIMBERA;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;64;2024;40,5;4777;Fincas Viejas;0,013491435;64
01 - LA CHIMBERA;Energia Fincas;Energia Fincas;5.391;2024;40,5;28406;Fincas Viejas;0,189770505;5.391
01 - LA CHIMBERA;PERSONAL FINCA;Contratados;418;2024;40,5;81796;Fincas Viejas;0,005115123;418
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Reparaciones repuestos;765;2024;26,18;47583;Fincas Viejas;0,016068264;765
03 - PUENTE ALTO;FITOSANITARIOS;Insecticidas;1.413;2024;26,18;4426;Fincas Viejas;0,31920452;1.413
03 - PUENTE ALTO;COMBUSTIBLE Y MANTENIMIENTO;Fletes Varios;43;2024;26,18;4777;Fincas Viejas;0,00899429;43
